Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Timor-Leste,TLS,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870
Afrique du Nord et Moyen-Orient (BIRD et IDA),TMN,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8771940,8769400,8769400,8769400,8769400,8769212,8769212,8769213,8769213,8769213,8769213
Tonga,TON,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750
Asie du Sud (BIRD et IDA),TSA,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5137847,5137847,5137847,5137847,5137847,5137847,5137847,5137847,5137847,5137847,5136164,5136164,5136164,5136164,5136164,5136164,5136164,5136164,5136164,5136164,5135333,5135333,5135333,5135680,5135269
Afrique subsaharienne (BIRD et IDA),TSS,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21767201,21767201,21767201,21767201,21767201,21767201,21767201,21767201,21767201,21767201,21767201,21799169.64,21799172.43,21799172.65,21799167.28,21799165.35,21799164.49,21799165.13,24287434.46,24287434.56,24287430.4,24287430.57,24287430.08,24287425.27,24287425.64,24287427.39
Trinité-et-Tobago,TTO,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130
Tunisie,TUN,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610,163610
Turquie,TUR,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350
Tuvalu,TUV,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
Tanzanie,TZA,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300,947300
Ouganda,UGA,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550,241550
Ukraine,UKR,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,603560,603560,603560,603560,603560,603560,603560,603560,603560,603560,603560,603560,603560,603560,603560,603560,603560,603560,603560,603560,603560,603560,603560,603560,603560,603560,603560,603560,603560,603560,603560,603560,603550,603550,603550,603550,603550,603550,603550,603550,603550,603550,603550,603550,603550,603550,603550,603550,603550,603550,603550,603550,603550,603550,603550,603550,603550,603550
"Revenu intermédiaire, tranche supérieure",UMC,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,59183537,59183537,59183537,59183537,59183537,59183537,59183537,59183537,59183537,59183537,59183537,59183537,59183537,59183537,59183537,59183537,59183537,59183537,59183537,59183537,59183537,59183537,59183537,59183537,59183537,59183537,59183537,59183537,59183537,59183537,59183717,59183719,59183719,59183719,59183719,59183719,59183719,59156529,59156529,59156529,59156529.2,59156529.2,59156528.7,59156539.5,59156538.8,59156539,59156539,59156539,59153999.5,59154001.7,59154001.9,59153999.9,59153409.3,59153415.3,59156014.4,59156012.5,59159252.8,59148411.1
Uruguay,URY,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220,176220
États-Unis,USA,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,9629090,9629090,9629090,9629090,9629090,9629090,9629090,9629090,9629090,9629090,9629090,9629090,9629090,9629090,9629090,9629090,9629090,9629090,9629090,9629090,9629090,9629090,9629090,9629090,9629090,9629090,9629090,9629090,9629090,9629090,9629090,9629090,9629090,9629090,9629090,9629090,9629090,9629090,9629090,9632030,9632030,9632030,9632030,9632030,9632030,9632030,9632030,9831510,9831510,9831510,9831510,9831510,9831510,9831510,9831510,9831510,9831510,9831510
Ouzbékistan,UZB,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,447400,444103,448924,448924,448924,448924,448924
Saint-Vincent-et-les Grenadines,VCT,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390
Venezuela,VEN,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050,912050
Îles Vierges britanniques,VGB,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
Îles Vierges (EU),VIR,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350
Viet Nam,VNM,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,331690,331690,331690,331690,331690,331690,331690,331690,331690,331690,331690,331690,331690,331690,331690,331690,329570,329570,331610,331690,331690,331690,331690,331690,331690,331690,330350,330360,330360,331030,331060,331090,331110,331110,331110,331110,331110,331110,331110,329240,329250,329300,329310,329314,331212,331212,331212,331051,331051,330954,330957,330971,330972,331230,331230,331230,331230,331230
Vanuatu,VUT,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190
Monde,WLD,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,131635290.3,131635290.3,131635290.3,131635290.3,131635290.3,131635290.3,131635290.3,131635290.3,131635290.3,131635290.3,131635290.3,131635290.3,131635290.3,131635290.3,131635290.3,131635290.3,131633170.3,131633170.3,131635210.3,131635200.3,131635200.3,131635200.3,131635200.3,131635200.3,131635200.3,131635200.3,131633860.3,131633870.3,131633870.3,131634540.3,131636370.3,131636422.3,131518932.3,131512019.3,131512059.3,131512149.3,131580889.3,131553629.3,131553629.3,131553720.3,131554116.5,131554542.5,131554944,131585057.5,131587017.6,131587353.6,131587462.7,131786929.8,131784601.7,131784828.8,134273091.1,134302036.2,134543260.1,134546248.6,134548896.5,134549738.3,134553172.4,134542704.1
Samoa,WSM,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840
Kosovo,XKX,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,
"Yémen, Rép. du",YEM,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970
Afrique du Sud,ZAF,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090
Zambie,ZMB,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610,752610
Zimbabwe,ZWE,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760,390760
